DEF/DI	Parameters	V/Module	V/Ligne	V/Adresse	V/Zone	V/Libelle	V/IndexJbus	V/IndesJbusZone
DI_0003_0001_0031	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_26	3	1	31	26	MdM_4EME_Bulle_B_passerelle	531	110
DI_0003_0001_0032	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_26	3	1	32	26	MdM_4EME_Bulle_B_circul_	532	110
DI_0003_0001_0033	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_37	3	1	33	37	MdM_4EME_Bulle_B_circul_	533	100
DI_0003_0001_0034	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_26	3	1	34	26	MdM_4EME_Bulle_B_circul_	534	110
DI_0003_0001_0035	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_26	3	1	35	26	MdM_4EME_Bulle_B_circul_	535	110
DI_0003_0001_0036	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_27	3	1	36	27	MdM_4EME_Bulle_B_depot	536	111
DI_0003_0001_0037	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_26	3	1	37	26	MdM_4EME_Bulle_C_passerelle	537	110
DI_0003_0001_0038	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_26	3	1	38	26	MdM_4EME_Bulle_C_circul_	538	110
DI_0003_0001_0039	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_26	3	1	39	26	MdM_4EME_Bulle_C_circul_	539	110
DI_0003_0001_0040	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_37	3	1	40	37	MdM_4EME_Bulle_C_circul_	540	100
DI_0003_0001_0041	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_26	3	1	41	26	MdM_4EME_Bulle_C_circul_	541	110
DI_0003_0001_0042	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_27	3	1	42	27	MdM_4EME_Bulle_C_depot	542	111
DI_0003_0001_0043	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_26	3	1	43	26	MdM_4EME_Bulle_A_passerelle	543	110
DI_0003_0001_0044	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_26	3	1	44	26	MdM_4EME_Bulle_A_circul_	544	110
DI_0003_0001_0045	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_37	3	1	45	37	MdM_4EME_Bulle_A_circul_	545	100
DI_0003_0001_0046	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_26	3	1	46	26	MdM_4EME_Bulle_A_circul_	546	110
DI_0003_0001_0047	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_26	3	1	47	26	MdM_4EME_Bulle_A_circul_	547	110
DI_0003_0001_0048	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_27	3	1	48	27	MdM_4EME_Bulle_A_depot	548	111
DI_0003_0001_0049	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_26	3	1	49	26	MdM_4EME_NC_	549	110
DI_0003_0001_0050	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_37	3	1	50	37	MdM_4EME_NC	550	100
DI_0003_0001_0051	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_24	3	1	51	24	MdM_5EME_Bulle_B_passerelle	551	114
DI_0003_0001_0052	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_24	3	1	52	24	MdM_5EME_Bulle_B_circul_	552	114
DI_0003_0001_0053	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_37	3	1	53	37	MdM_5EME_Bulle_B_circul_	553	100
DI_0003_0001_0054	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_24	3	1	54	24	MdM_5EME_Bulle_B_circul_	554	114
DI_0003_0001_0055	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_24	3	1	55	24	MdM_5EME_Bulle_B_circul_	555	114
DI_0003_0001_0056	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_101	3	1	56	101	MdM_3EME_CCF_Bulle_B	556	17
DI_0003_0001_0057	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_25	3	1	57	25	MdM_5EME_Bulle_B_depot	557	115
DI_0003_0001_0058	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_24	3	1	58	24	MdM_5EME_Bulle_C_passerelle	558	114
DI_0003_0001_0059	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_24	3	1	59	24	MdM_5EME_Bulle_C_circul_	559	114
DI_0003_0001_0060	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_24	3	1	60	24	MdM_5EME_Bulle_C_circul_	560	114
DI_0003_0001_0062	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_24	3	1	62	24	MdM_5EME_Bulle_C_circul_	562	114
DI_0003_0001_0063	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_25	3	1	63	25	MdM_5EME_Bulle_C_depot	563	115
DI_0003_0001_0064	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_24	3	1	64	24	MdM_5EME_Bulle_A_passerelle	564	114
DI_0003_0001_0065	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_24	3	1	65	24	MdM_5EME_Bulle_A_circul_	565	114
DI_0003_0001_0067	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_101	3	1	67	101	MdM_3EME_CCF_Bulle_C_	567	17
DI_0003_0001_0068	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_24	3	1	68	24	MdM_5EME_Bulle_A_circul_	568	114
DI_0003_0001_0069	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_25	3	1	69	25	MdM_5EME_Bulle_A_depot	569	115
DI_0003_0001_0070	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_25	3	1	70	25	MdM_5EME_Bulle_A_depot	570	115
DI_0003_0001_0071	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_24	3	1	71	24	MdM_5EME__Bulle_A_circul_	571	114
DI_0003_0001_0072	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_24	3	1	72	24	MdM_5EME_NC	572	114
DI_0003_0001_0074	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_22	3	1	74	22	MdM_6EME_Bulle_B_passerelle	574	116
DI_0003_0001_0075	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_22	3	1	75	22	MdM_6EME_Bulle_B_circul_	575	116
DI_0003_0001_0076	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_37	3	1	76	37	MdM_6EME_Bulle_B_circul_	576	100
DI_0003_0001_0077	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_22	3	1	77	22	MdM_6EME_Bulle_B_circul_	577	116
DI_0003_0001_0078	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_22	3	1	78	22	MdM_6EME_Bulle_B_circul_	578	116
DI_0003_0001_0079	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_23	3	1	79	23	MdM_6EME_Bulle_B_depot	579	117
DI_0003_0001_0080	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_22	3	1	80	22	MdM_6EME_Bulle_C_passerelle	580	116
DI_0003_0001_0081	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_101	3	1	81	101	MdM_3EME_CFF_Bulle_A_	581	17
DI_0003_0001_0082	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_22	3	1	82	22	MdM_6EME_Bulle_C_circul_	582	116
DI_0003_0001_0083	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_101	3	1	83	101	MdM_4EME_CCF_Bulle_C_	583	17
DI_0003_0001_0084	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_37	3	1	84	37	MdM_6EME_Bulle_C_circul_	584	100
DI_0003_0001_0085	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_22	3	1	85	22	MdM_6EME_Bulle_C_circul_	585	116
DI_0003_0001_0086	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_23	3	1	86	23	MdM_6EME_Bulle_C_depot	586	117
DI_0003_0001_0087	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_23	3	1	87	23	MdM_6EME_Bulle_C_depot	587	117
DI_0003_0001_0088	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_22	3	1	88	22	MdM_6EME_Bulle_C_circul_	588	116
DI_0003_0001_0089	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_22	3	1	89	22	MdM_6EME_Bulle_A_passerelle	589	116
DI_0003_0001_0090	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_22	3	1	90	22	MdM_6EME_Bulle_A_circul_	590	116
DI_0003_0001_0092	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_22	3	1	92	22	MdM_6EME_Bulle_A_circul_	592	116
DI_0003_0001_0093	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_23	3	1	93	23	MdM_6EME_Bulle_A_depot	593	117
DI_0003_0001_0094	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_22	3	1	94	22	MdM_6EME_NC	594	116
DI_0003_0001_0095	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_37	3	1	95	37	MdM_6EME_NC	595	100
DI_0003_0001_0096	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_21	3	1	96	21	MdM_7EME_NC_mach__asc_	596	118
DI_0003_0001_0097	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_21	3	1	97	21	MdM_7EME_NC_local_tech_	597	118
DI_0003_0001_0098	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_101	3	1	98	101	MdM_4EME_CCF_Bulle_A	598	17
DI_0003_0001_0099	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_101	3	1	99	101	MdM_5EME_CCF_Bulle_C	599	17
DI_0003_0001_0100	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_101	3	1	100	101	MdM_5EME_CCF_Bulle_A	600	17
DI_0003_0001_0101	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_101	3	1	101	101	MdM_6EME_CCF_Bulle_C	601	17
DI_0003_0001_0102	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_101	3	1	102	101	MdM_6EME_CCF_Bulle_A	602	17
DI_0003_0001_0103	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_101	3	1	103	101	MdM_4EME_CCF_Bulle_B_	603	17
DI_0003_0001_0104	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_27	3	1	104	27	MdM_4EME_NC_LT_VDI	604	111
DI_0003_0001_0105	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_101	3	1	105	101	MdM_5EME_CCF_Bulle_B	605	17
DI_0003_0001_0106	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_25	3	1	106	25	MdM_5EME_NC_LT_VDI	606	115
DI_0003_0001_0107	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_101	3	1	107	101	MdM_6EME_CCF_Bulle_B_	607	17
DI_0003_0001_0108	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_23	3	1	108	23	MdM_6EME_NC_LT_VDI	608	117
DI_0003_0001_0109	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_37	3	1	109	37	MdM_5EME_Bulle_C_circul_	609	100
DI_0003_0001_0110	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_37	3	1	110	37	MdM_5EME_Bulle_A_circul_	610	100
DI_0003_0001_0111	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_37	3	1	111	37	MdM_5EME_NC	611	100
DI_0003_0001_0112	/DEF/DI/G_CADAM_CMSI_BLOC_EST/Zone_37	3	1	112	37	MdM_6EME_Bulle_A_circul_	612	100
